Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Availability_365,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,No_of_reviews,Review_scores,Amenities,Host_id,Host_name,Street,Country,Country_code,Location_type,Longitude,Latitude,Is_location_exact
"Sands Of Kahana 356 - 3 Bedroom, 2 Bathroom | Sleeps 8",Condominium,Entire home/apt,Real Bed,4,180,super_strict_60,8,3.0,3.0,132,509.0,0.0,349.0,0.0,8.0,0,95.0,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Hot tub, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill",146182295,Kelly,"Lahaina, HI, United States",United States,US,Point,-156.67178,20.98666,False
Günay Otel,Hotel,Private room,Real Bed,1,35,flexible,2,1.0,1.0,365,501.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Free parking on premises, Smoking allowed, Pets allowed, Elevator, Heating, Suitable for events, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron",85694804,Mustafa,"Şile, İstanbul, Turkey",Turkey,TR,Point,29.84968,41.13826,False
Heart of Asian side,Bed and breakfast,Shared room,Real Bed,2,1125,flexible,1,1.0,1.0,0,200.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Wifi, Kitchen, Free parking on premises, Smoking allowed, Breakfast, Elevator, Heating, Washer, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace",229870768,Ilkiz,"Kadıköy, İstanbul, Turkey",Turkey,TR,Point,29.06321,40.97658,False
Triple Room with shared bathroom,Hostel,Private room,Real Bed,1,1125,moderate,3,1.0,3.0,22,40.0,509.4304235090752,94.07480119284294,0.0,1.0,1,80.0,"Wifi, Kitchen, Paid parking off premises, Heating, Washer, Dryer, First aid kit, Fire extinguisher, Essentials, Lock on bedroom door, Hair dryer, Iron, Bathtub, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Oven, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Host greets you",227980127,Rameez,"Barcelona, Catalunya, Spain",Spain,ES,Point,2.13286,41.36674,True
Amazing Waikiki Condo,Condominium,Entire home/apt,Real Bed,1,16,moderate,4,1.0,2.0,179,400.0,200.0,150.0,0.0,4.0,0,95.0,"Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Beachfront",1643196,Anthony,"Honolulu, HI, United States",United States,US,Point,-157.82282,21.2726,True
Ashifeld 2BR/3mins to train station 全新精品公寓近City,Apartment,Entire home/apt,Real Bed,1,1125,moderate,5,2.0,3.0,69,128.0,500.0,69.0,35.0,3.0,6,100.0,"Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private living room, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishwasher, Cooking basics, Oven, Stove, Cleaning before checkout, Wide hallway clearance, Step-free access, Well-lit path to entrance, Disabled parking spot, Step-free access, Step-free access, Handheld shower head, Roll-in shower",128094537,Phoebe,"Ashfield, NSW, Australia",Australia,AU,Point,151.12236,-33.88839,False
WYNDHAM VACATION RESORTS ROYAL GARDEN-Sleeps 4,Condominium,Entire home/apt,Real Bed,7,7,strict_14_with_grace_period,4,0.0,2.0,65,500.0,250.0,100.0,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Breakfast, Elevator, Hot tub, Indoor fireplace, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private entrance, Hot water, Luggage dropoff allowed",30099596,Theo & Kate,"Honolulu, HI, United States",United States,US,Point,-157.82938,21.28414,True
Yau Ma Tei Shared Flat (Y8a),Apartment,Private room,Real Bed,29,1125,flexible,1,1.0,1.0,337,228.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"Wifi, Air conditioning, Kitchen, Smoke detector, Fire extinguisher, Essentials, Lock on bedroom door, Laptop friendly workspace, Private entrance",97240131,Jov,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,Point,114.17037,22.31294,True
O MELHOR QUARTO E SALA DO LEBLON,Apartment,Entire home/apt,Real Bed,3,30,flexible,4,1.0,1.0,360,298.0,1000.0,150.0,100.0,4.0,1,100.0,"TV, Air conditioning, Essentials",60473160,Valter,"Leblon, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.226299421988685,-22.98434608761522,True
Göl kenarında müstakil ev konforu,House,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,364,74.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"Wifi, Kitchen, Free parking on premises, Pets allowed, Heating, Dryer, Essentials, Shampoo, Hair dryer, Iron",45632945,Muhammet,"Avcılar, İstanbul, Turkey",Turkey,TR,Point,28.74155,40.98273,True
Cozy bedroom - Upper East Side,Apartment,Private room,Real Bed,2,1125,moderate,1,1.0,1.0,0,70.0,100.0,15.0,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Gym, Elevator, Washer, Dryer, Smoke detector",15445130,Sarah,"New York, NY, United States",United States,US,Point,-73.95668,40.76712,True
Outstanding place in Fenerbahçe,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,2.0,2.0,75,554.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Pets allowed, Elevator, Hot tub, Heating, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance",229224213,Derya,"Kadıköy, İstanbul, Turkey",Turkey,TR,Point,29.04677,40.9716,True
Apt. avec deux chambres fermées  - Parc Lafontaine,Apartment,Entire home/apt,Real Bed,6,1125,moderate,6,2.0,2.0,0,90.0,0.0,20.0,0.0,1.0,0,95.0,"Wifi, Heating, Washer, Essentials, Shampoo, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Host greets you",71941204,Laurie,"Montréal, Québec, Canada",Canada,CA,Point,-73.56104,45.52975,True
İnfinity 1+1 Room İn Taksim İstanbul,Apartment,Entire home/apt,Real Bed,2,30,flexible,3,1.0,1.0,151,369.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Elevator, Washer, Hangers, Laptop friendly workspace",214078387,Nizamittin,"Beyoğlu, İstanbul, Turkey",Turkey,TR,Point,28.98178,41.03749,True
25#1 Walk 3 minutes to Metro Monk. Big  room.,House,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,265,25.0,200.0,20.0,0.0,1.0,5,88.0,"Wifi, Kitchen, Free street parking, Heating, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Iron, Laptop friendly workspace, Self check-in, Smart lock, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Long term stays allowed",149312976,Lei,"Montréal, Québec, Canada",Canada,CA,Point,-73.59726,45.45225,True
Çelik apt.,Apartment,Entire home/apt,Real Bed,1,90,flexible,5,2.0,3.0,50,316.0,509.4304235090752,94.07480119284294,0.0,1.0,1,95.0,"TV, Wifi, Kitchen, Smoking allowed, Elevator, Heating, Washer, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron",229591086,Marzieh,"Şişli, İstanbul, Turkey",Turkey,TR,Point,28.98183,41.0482,True
Amazing Downtown Views from a renovated Suite,Apartment,Entire home/apt,Real Bed,1,14,flexible,8,2.0,3.0,61,170.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Heating, Washer, Dryer, Essentials, Shampoo, Hangers",224824750,Hamed,"Montréal, Québec, Canada",Canada,CA,Point,-73.59817,45.63314,True
Your Opo S. Bento 4B,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,5,2.0,4.0,349,92.0,0.0,0.0,0.0,1.0,3,100.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Elevator, Washer, Essentials, Hair dryer, Iron, Baby bath, High chair, Babysitter recommendations, Crib, Pack ’n Play/travel crib, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Step-free access",16922131,YourOpo,"Porto, Grande Porto, Portugal",Portugal,PT,Point,-8.62967,41.15816,False
Cozy flat in the heart of Sheung wan,Apartment,Private room,Real Bed,2,11,strict_14_with_grace_period,2,1.0,1.0,10,400.0,509.4304235090752,94.07480119284294,0.0,1.0,1,80.0,"Wifi, Air conditioning, Kitchen, Smoking allowed, Washer, Essentials, Iron",16364175,Gregoire,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,Point,114.14868,22.28741,True
3 minutes away from Maltepe Metro St. by walking!,Apartment,Private room,Real Bed,1,7,flexible,1,1.0,1.0,90,90.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Wifi, Kitchen, Breakfast, Heating, Washer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water",228658566,Esin,"Maltepe, İstanbul, Turkey",Turkey,TR,Point,29.14418,40.93559,True
Long Budget stay at North Point,Condominium,Private room,Real Bed,2,92,strict_14_with_grace_period,2,1.0,2.0,362,400.0,800.0,200.0,120.0,2.0,0,95.0,"TV, Kitchen, Elevator, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace",83272651,Seven,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,Point,114.19665,22.29028,True
Apartamento com terraço para 2 pessoas,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,306,90.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, First aid kit, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron",2686177,João,"Porto, Porto, Portugal",Portugal,PT,Point,-8.6138,41.14276,True
Casa Cosi - Gotico,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,3.0,5.0,265,160.0,200.0,90.0,0.0,1.0,1,80.0,"TV, Wifi, Air conditioning, Kitchen, Heating, Washer, Dryer, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Baby bath, High chair, Pack ’n Play/travel crib, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed",35936647,Casa Cosi,"Barcelona, Catalunya, Spain",Spain,ES,Point,2.17448,41.3826,True
Gorgeous flat 4bed 5min to tube in lovely Eixample,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,4.0,4.0,353,115.0,0.0,90.0,0.0,6.0,6,93.0,"TV, Wifi, Kitchen, Washer, Dryer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove",223315429,Esther,"Barcelona, Catalunya, Spain",Spain,ES,Point,2.15624,41.38629,True
Apartamento Aconchegante Próximo ao Metrô,Apartment,Entire home/apt,Real Bed,1,30,flexible,4,2.0,3.0,46,216.0,0.0,50.0,30.0,2.0,2,100.0,"TV, Wifi, Air conditioning, Kitchen, Elevator, Washer, Essentials, Lock on bedroom door, Hangers, Iron",229100069,Maria,"Flamengo, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.17736559344502,-22.934892525536696,True
Freshly renovated-3 bedroom-heart of MTL-parking!!,Apartment,Entire home/apt,Real Bed,1,1125,moderate,6,3.0,3.0,51,95.0,0.0,35.0,0.0,1.0,12,87.0,"TV, Wifi, Kitchen, Free parking on premises, Heating, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Self check-in, Keypad, Private entrance, Hot water, Bed linens",69003475,Marco & Mélanie,"Montréal, Québec, Canada",Canada,CA,Point,-73.54302,45.53885,True
Luxury 2 bed 2 bath 1 parking in Allure Waikiki,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,4,2.0,2.0,33,160.0,1000.0,350.0,10.0,3.0,0,95.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Hot tub, Washer, Dryer, Smoke detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance",92506104,Jane,"Honolulu, HI, United States",United States,US,Point,-157.83375,21.28704,True
"taksim square for 5 minutes, ",Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,365,237.0,509.4304235090752,94.07480119284294,0.0,1.0,0,95.0,"Wifi, Smoking allowed, Doorman, Heating, Washer",5165751,Berkant Ruhi,"beyoğlu, Istanbul Province, Turkey",Turkey,TR,Point,28.98796,41.03417,False
Nostalgic & Simplicity Style 2BR Darling Harbour,Apartment,Entire home/apt,Real Bed,1,1125,moderate,5,2.0,4.0,166,281.0,350.0,109.0,30.0,4.0,16,86.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Elevator, Hot tub, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Bathtub, Crib, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Step-free access, Wide doorway, Step-free access, Wide entryway, Waterfront, Beachfront, Roll-in shower",183259981,Angela,"Sydney, NSW, Australia",Australia,AU,Point,151.19737,-33.8709,True
Tranquilidade,Condominium,Entire home/apt,Real Bed,5,1125,flexible,5,1.0,2.0,84,250.0,0.0,90.0,0.0,2.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Pets allowed, Elevator, Heating, Washer, Fire extinguisher, Essentials, Hangers, Iron, Laptop friendly workspace, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Step-free access, Well-lit path to entrance, Step-free access",164596151,Carmelo,"Centro, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.185134822836375,-22.91427460134011,True
BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,Apartment,Entire home/apt,Real Bed,30,180,strict_14_with_grace_period,9,2.0,3.0,231,350.0,500.0,150.0,25.0,7.0,9,90.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free street parking, Indoor fireplace, Buzzer/wireless intercom, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Hair dryer, Self check-in, Keypad, High chair, Crib, Hot water",1556814,Tammy,"New York, NY, United States",United States,US,Point,-73.94603,40.80604,True
Coogee Luxury Home with Salt Water Pool & Parking,House,Entire home/apt,Real Bed,3,365,moderate,8,4.0,4.0,0,520.0,1000.0,465.0,0.0,8.0,1,100.0,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Indoor fireplace, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Bathtub, High chair, Pack ’n Play/travel crib, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, BBQ grill, Patio or balcony, Garden or backyard, Long term stays allowed, Cleaning before checkout, Wide hallway clearance, Flat path to front door, Well-lit path to entrance, Step-free access, Accessible-height bed",224233609,Aymeric,"Coogee, NSW, Australia",Australia,AU,Point,151.25163,-33.91697,True
Copacabana Bela Vista Apartment  2 - Ocean View!,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,4.0,0,515.0,1492.0,187.0,0.0,1.0,15,97.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance",3321901,John,"Rio, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.173415987510296,-22.965422950425285,False
Small Studio in the heart of Sai Ying Pun!,Apartment,Entire home/apt,Real Bed,5,31,strict_14_with_grace_period,2,0.0,1.0,46,447.0,509.4304235090752,75.0,0.0,1.0,1,100.0,"TV, Wifi, Air conditioning, Elevator, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance",46107343,Jen,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,Point,114.14156,22.28542,True
"靠近旺角地鐵站E1出口-獨立房間, 可供1到4人入住",Serviced apartment,Private room,Real Bed,1,1125,flexible,4,1.0,2.0,345,440.0,509.4304235090752,94.07480119284294,0.0,1.0,8,95.0,"TV, Wifi, Air conditioning, Elevator, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door",24358640,Janis,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,Point,114.16893,22.31761,True
Heart of Hong Kong Double Room,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,0,353.0,509.4304235090752,94.07480119284294,0.0,1.0,1,80.0,"TV, Wifi, Kitchen, Heating, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, Hot water",212046193,Charles,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,Point,114.14311,22.28773,True
"Copa Ponto Nobre 200,00 CARNAVAl 450.00",Apartment,Entire home/apt,Real Bed,5,30,flexible,4,1.0,1.0,349,298.0,400.0,200.0,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Elevator, First aid kit, Essentials",4350101,Lucia,"Copacabana, State of Rio de Janeiro, Brazil",Brazil,BR,Point,-43.18625226121471,-22.97051095277177,False
Cosy 3 1/2 Apartment Downtown Montreal,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3,1.0,1.0,90,81.0,0.0,60.0,30.0,3.0,1,95.0,"Wifi, Kitchen, Elevator, Heating, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers",228687052,Rim,"Montréal, Québec, Canada",Canada,CA,Point,-73.5792,45.49547,True
COPACABANA BEACH,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,2.0,164,298.0,0.0,100.0,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Pets allowed, Elevator, Essentials, Lock on bedroom door, Laptop friendly workspace, Beachfront",107438829,Bruno,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.18122480226719,-22.969337975917842,True
Family Duplex 2Adults+2Children Steps From Subway Station in BCN Center,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,4.0,59,80.0,509.4304235090752,94.07480119284294,0.0,4.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Elevator, Heating, Family/kid friendly, Hangers, Hair dryer, Iron, Laptop friendly workspace, Window guards, Room-darkening shades",4258623,08028 Apartments,"Les Corts, Barcelona, Spain",Spain,ES,Point,2.1295,41.38418,False
